Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
American Samoa,ASM,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10613.9115418862,10630.4536535068,10661.173537835,10644.5810685804,10282.4565949728,10619.6136467331,10500.3858391248,10199.0601502139,10352.8227618312,10442.7264995652,10000.3110739949,9711.11271653165,9779.88348722076,9884.11186605049,9614.47267179797,9090.37143164562,..
Andorra,AND,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,42137.5189947395,41883.1412123491,43051.2231750558,44201.7280770732,44648.3822216412,43158.00760544,43079.8158044325,42958.8938568115,42339.3340715661,41041.8667765521,40495.698015877,38896.6259416659,37756.4209028065,36776.5149572427,35820.9317453704,35095.9925402225,34744.3924512446,35204.9894579815,35546.6495470777,35831.6208246802,35780.5196725988,35291.7114092924,34278.6471002551,32766.0596707401,32633.8251274783,32917.6488213571,34175.2600684125,37293.2824132908,38595.7232096964,40035.4824490851,40801.5421300322,41420.8461776969,42396.3023980284,45519.4923839434,47032.8668884706,48831.9293599384,49708.4004893013,48710.6646202996,43900.9517028654,41979.8659013974,39736.3540626699,38205.7710887919,38190.5865853723,39104.301849019,40785.0492283396,41765.9203531235,42958.558392534,43942.9381865109,..
Angola,AGO,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,75.1510009765625,75.1060028076172,74.9940032958984,74.7620010375977,74.6910018920898,74.6640014648438,74.6999969482422,74.7239990234375,74.7419967651367,74.7399978637695,74.7320022583008,74.7600021362305,74.7220001220703,74.7350006103516,74.7760009765625,74.8539962768555,74.9860000610352,75.1149978637695,75.2050018310547,75.245002746582,75.2829971313477,75.3430023193359,75.3929977416992,75.431999206543,75.4359970092773,75.4020004272461,75.3339996337891,75.3239974975586,75.306999206543
Angola,AGO,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,81.5810012817383,81.6669998168945,81.6630020141602,81.7699966430664,81.5449981689453,81.2559967041016,81.2020034790039,81.1309967041016,81.0289993286133,80.9219970703125,80.7979965209961,80.8320007324219,80.9189987182617,80.8580017089844,80.7389984130859,80.556999206543,80.5339965820313,80.4410018920898,80.3929977416992,80.4410018920898,80.4520034790039,80.5550003051758,80.5739974975586,80.5149993896484,80.4189987182617,80.2829971313477,80.1790008544922,80.0920028686523,79.9940032958984
Angola,AGO,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2969.96037634911,2742.65626908153,2646.01255480688,2660.14496546948,2724.88899632259,2732.0768758651,2730.99300549566,2767.17998670446,2861.3555400182,2786.7259738233,2614.49250390456,2560.06303053766,2333.47654950556,1716.2104308705,1684.21525457825,1878.79326578951,2073.21495929023,2164.08163813131,2204.90986284958,2190.08727432847,2189.56075278223,2208.79153600302,2426.43178348175,2412.39252143346,2582.64647618106,2866.43469368999,3085.42483250404,3394.51233451448,3641.44750233665,3544.02655167285,3585.90555256868,3580.26990983252,3750.20909664115,3799.42961666813,3846.24091075103,3751.69446496907,3533.86516015036,3413.65643792257,..
Antigua and Barbuda,ATG,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4429.54234592621,4595.40363926681,4952.92067193012,5363.42304503753,5596.68641648605,5639.6855740028,6009.30288696957,6705.7023859888,7315.81665773454,8272.02442481651,8945.48366872403,9522.29447986088,10087.2651353974,10380.307904219,10509.9921417742,10457.7141826114,10772.0220508829,11205.8225618134,10440.7071269663,10834.6288894659,11117.0950770148,11335.1289020069,11470.9868447477,11981.9163767916,11191.1025151037,11147.2635034762,11683.4624615323,12218.7447951879,12857.1642874629,14325.4811288949,15466.9529285692,15278.8742180501,13270.6971099644,12174.6978007682,11789.7990522696,12069.8114740696,11928.227286146,12351.1612171777,12713.6318870365,13286.0097661806,13548.1575013727,..
Argentina,ARG,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44.3129997253418,45.0299987792969,45.8429985046387,46.359001159668,46.9070014953613,46.8479995727539,47.4099998474121,48.1879997253418,48.701000213623,48.7080001831055,48.9099998474121,48.9049987792969,48.3660011291504,49.2050018310547,50.060001373291,49.4199981689453,49.9379997253418,49.0180015563965,48.1189994812012,48.8230018615723,46.3790016174316,48.1020011901855,48.1879997253418,47.7900009155273,47.1570014953613,47.4529991149902,47.4300003051758,47.3320007324219,47.2229995727539
Argentina,ARG,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,75.4869995117188,75.4749984741211,75.4329986572266,75.2839965820313,75.2099990844727,75.0410003662109,75.0429992675781,75.1709976196289,75.2779998779297,75.3089981079102,75.3850021362305,75.3479995727539,75.1859970092773,75.3939971923828,75.5910034179688,75.6190032958984,75.6549987792969,75.1019973754883,74.5370025634766,74.5609970092773,74.0339965820313,74.5019989013672,74.1029968261719,73.9240036010742,73.4749984741211,73.4390029907227,73.3820037841797,73.2409973144531,73.0930023193359
Argentina,ARG,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,5605.19172213837,5815.2335573695,5675.06004288477,5290.76622217599,5738.59769021983,6251.32182035585,6120.71218384643,6226.99775509462,6434.95377674533,6954.7641154732,7056.84806385351,7335.75913605167,7329.92115775342,7407.36675350676,7685.85721205637,7559.143749205,7291.84042863614,7681.01757078944,7227.56412439979,7849.36333967784,7849.11597143824,7327.70561773232,7160.74968877115,7355.29250312078,7354.42989728448,6865.45035537428,7177.2656231925,7260.98743371098,7075.90167931739,6474.18017765258,6224.51001850446,6698.0090410389,7130.56952961671,7612.68115329614,7952.71155173317,7630.02227409899,7955.12765176278,8500.94036184635,8728.94765116614,8339.89438868086,8182.68650230868,7735.49336439011,6816.73485537778,7337.79203783303,7913.74312362482,8522.52273238782,9112.11316338653,9830.68091982204,10125.1262721185,9428.50254117176,10276.2604977053,10780.0156577357,10557.8853892544,10699.1977159711,10323.20693976,10498.5925297592,10206.2495504416,10397.1365197387,..
Armenia,ARM,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,48.9609985351563,49.0069999694824,49.0029983520508,48.9539985656738,48.867000579834,48.7459983825684,48.6139984130859,48.4819984436035,48.3450012207031,48.1940002441406,48.0250015258789,47.890998840332,47.7389984130859,47.5979995727539,47.5149993896484,47.515998840332,47.5690002441406,47.7019996643066,47.7039985656738,48.3320007324219,49.6199989318848,52.1199989318848,51.9869995117188,52.6459999084473,51.9580001831055,51.1759986877441,51.2109985351563,51.435001373291,51.609001159668
Armenia,ARM,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,70.4509963989258,70.4130020141602,70.2490005493164,69.9729995727539,69.6100006103516,69.1760025024414,68.6740036010742,68.1689987182617,67.6579971313477,67.1350021362305,66.6060028076172,66.3160018920898,66.0490036010742,65.8499984741211,65.786003112793,65.8870010375977,66.1449966430664,66.5380020141602,66.7799987792969,67.7210006713867,71.6449966430664,70.9229965209961,70.536003112793,70.5879974365234,70.802001953125,70.1800003051758,70.3339996337891,70.5790023803711,70.7580032348633
Armenia,ARM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1796.93643165951,1601.59382254967,949.033221278771,886.032785925223,956.470885506277,1043.54314093392,1121.88162869349,1172.1368024271,1267.57528264648,1317.74192343814,1404.32146204631,1548.0758512453,1761.88827204793,2019.98486736482,2244.22017070239,2571.98575552046,2933.83347842552,3366.16218732912,3629.15770214106,3136.81172720558,3218.38165488465,3371.6728305502,3606.48055353557,3710.57574254995,3827.3431953792,3935.28877224353,3932.55461723546,4219.36854928985,..
Aruba,ABW,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15669.6160398263,18427.6115299095,22134.0172712515,24837.9509579621,25357.7869437251,26329.3131412118,26401.968740042,26663.2077602359,27272.3100411519,26705.1809964158,26087.7758122111,27190.5011823334,27151.9241038764,26954.4045087697,28417.3842120132,26966.0547913068,25508.3025249991,25469.2874132699,27005.5295318108,26979.8853627251,27046.7604168734,27428.1202017663,27367.2809956235,24464.174515202,23512.6025956397,24231.338896093,23777.3160505999,24629.0799831602,24692.4971839859,24452.606574011,24288.9870951854,24508.8091382819,..
Australia,AUS,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,52.3199996948242,52.0209999084473,51.9700012207031,51.7519989013672,52.673999786377,53.6640014648438,53.8520011901855,53.6710014343262,53.7430000305176,53.7490005493164,54.6230010986328,55.1949996948242,55.4020004272461,56.0530014038086,55.8030014038086,57.0499992370605,57.6119995117188,58.2000007629395,58.6650009155273,58.8199996948242,58.7070007324219,58.9529991149902,58.8240013122559,58.7039985656738,58.6450004577637,59.0579986572266,59.2400016784668,59.2099990844727,59.1780014038086
Australia,AUS,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,75.7689971923828,74.7779998779297,74.234001159668,73.6699981689453,73.7529983520508,73.9469985961914,73.7289962768555,73.1809997558594,72.8990020751953,72.4560012817383,72.3119964599609,72.0960006713867,71.9990005493164,71.7020034790039,71.6380004882813,72.1880035400391,72.306999206543,72.5979995727539,72.6750030517578,72.3310012817383,72.4499969482422,72.2460021972656,71.7730026245117,71.4209976196289,71.004997253418,71.1640014648438,70.6669998168945,70.5220031738281,70.3779983520508
Australia,AUS,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,19387.3187582716,19477.7725011501,19254.5809385738,20062.6364197497,21045.6826927307,21872.0821641959,21887.6974836513,22975.294665984,23723.8455547122,24868.9917242753,26132.6728227063,26275.6310115508,26806.4175590011,27089.7541589905,27496.2612824876,27526.5558435113,27957.2030726518,28638.4431046687,28561.1916189271,29396.6719188593,29921.6676954456,30433.6217543393,30926.4554909011,29864.0346130283,30880.5249132912,32060.123834024,32817.8914273353,33132.2962715614,34446.3107322237,35178.0752218558,35896.8001527147,35304.8161534604,35033.3993460957,36093.5762995543,37134.4127461237,38093.4590737583,39054.4732355152,40151.8270685825,41554.1149362241,43143.582764184,44313.3182274174,44564.9765593132,45786.6428104711,46575.4153320454,47880.6116576619,48760.3551692531,49408.0527406883,50955.05594824,51770.9071530236,51689.9135558502,51936.8887116461,52475.6632455215,53553.2339429699,54008.7081938685,54546.2030621219,55017.2480239931,55731.4955736202,55925.9318168028,..
Austria,AUT,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,43.4329986572266,43.7869987487793,44.9900016784668,45.5690002441406,47.9560012817383,48.8079986572266,48.3409996032715,48.2980003356934,48.8129997253418,48.9799995422363,48.9440002441406,48.7789993286133,50.1539993286133,50.185001373291,49.359001159668,50.6669998168945,51.242000579834,52.1160011291504,52.6759986877441,53.3730010986328,53.5069999694824,53.8400001525879,54.3359985351563,54.5970001220703,54.5610008239746,54.5359992980957,54.9469985961914,54.951000213623,54.9150009155273
Austria,AUT,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,69.9779968261719,69.9990005493164,70.120002746582,69.9550018310547,70.2170028686523,70.3219985961914,69.7040023803711,69.0100021362305,69.0169982910156,69.1100006103516,68.8939971923828,67.8860015869141,68.2259979248047,68.0120010375977,64.8580017089844,66.1289978027344,66.3119964599609,67.1989974975586,67.1500015258789,67.0579986572266,66.8639984130859,66.625,66.6480026245117,66.6419982910156,66.1019973754883,65.9940032958984,66.2220001220703,66.0130004882813,65.7740020751953
Austria,AUT,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,13031.0315898249,13677.4642130876,13953.9500033393,14438.3566555943,15220.8197176825,15648.5266978249,16416.0054041203,16783.8896871799,17443.704979075,18474.5400142328,19573.8668769248,20483.4532861498,21628.966124242,22561.3704985125,23410.8902742626,23387.7063787301,24501.7493304065,25736.5512059217,25703.1373788812,27126.1781793457,27595.8347588735,27485.8321468879,28018.5408766777,28898.2188508896,28914.8565907991,29623.4341327814,30285.9331896605,30677.5439948851,31643.8089603984,32726.0594259348,33888.9955929164,34707.0712269201,35045.8442923391,34941.143401042,35643.0276843652,36537.9930388237,37346.0074348842,38084.7013777733,39405.4160313155,40727.4849425251,42001.2111626726,42370.9315990366,42859.3293954947,43052.6030729033,43956.5826590614,44637.8564124514,45951.7346927938,47510.2937863859,48053.4830761375,46123.4906889046,46858.0432733717,48065.3167058917,48172.2377048248,47901.3654287376,47922.3398475649,47905.5431541607,48077.8783610298,49129.2336646382,..
Azerbaijan,AZE,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,52.1279983520508,52.2630004882813,53.1790008544922,54.3009986877441,55.3950004577637,56.148998260498,56.2779998779297,56.2280006408691,56.0270004272461,55.9410018920898,56.9889984130859,57.8880004882813,58.7190017700195,59.5,60.265998840332,61.0509986877441,61.8400001525879,62.6780014038086,62.2869987487793,61.8639984130859,61.3759994506836,60.7649993896484,61.1040000915527,61.3230018615723,61.9230003356934,62.5169982910156,62.9630012512207,62.9080009460449,62.7910003662109
Azerbaijan,AZE,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,70.1829986572266,70.2679977416992,71.0559997558594,71.6240005493164,71.8740005493164,71.8919982910156,71.8130035400391,71.6750030517578,71.4720001220703,71.2559967041016,70.2620010375977,69.2720031738281,68.3339996337891,67.4670028686523,66.6940002441406,66.0199966430664,65.4100036621094,64.8830032348633,65.5169982910156,66.1650009155273,66.8109970092773,67.3440017700195,67.6389999389648,67.963996887207,68.3619995117188,68.681999206543,69.713996887207,69.4779968261719,69.1920013427734
Azerbaijan,AZE,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3118.54658676172,3049.01599483444,2324.4529766324,1760.55465085842,1394.74420894615,1216.07791710291,1219.50934895182,1277.85412406008,1392.36119355104,1482.32977280697,1633.3944354131,1781.24639507096,1955.41315045621,2158.00717069154,2357.39602637373,2949.44281843844,3923.65815354896,4851.17690871859,5262.10135550006,5639.001689405,5842.80578358576,5770.96970270605,5820.0798474712,6078.32064851423,6122.98048925179,6117.03086236702,5861.51196206606,5805.13453500275,..
